Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"85008, USA",1/1/2012,80,47,63.3,46,,0,,15,,9.9,17.1,36.14,Clear
"85008, USA",1/2/2012,79.1,56.9,66.7,,,0,,17.2,,9.9,1.3,22.38,Clear
"85008, USA",1/3/2012,74.9,53.9,63.1,,,0,,10.3,,9.9,38.3,29.66,Partially cloudy
"85008, USA",1/4/2012,79.1,48.8,62.1,47,,0,,9.2,,9.9,17.5,33.66,Clear
"85008, USA",1/5/2012,77.1,50.1,62,,,0,,12.8,,9.9,29.2,28.54,Partially cloudy
"85008, USA",1/6/2012,73.1,47.9,59.1,44.7,,0,,9.2,,9.9,20,34.58,Clear
"85008, USA",1/7/2012,70.1,47,57.9,43.8,,0,,11.4,,9.9,13.8,36.32,Clear
"85008, USA",1/8/2012,65.9,47,56.5,48,,0,,13.9,,9.9,23.3,27.1,Clear
"85008, USA",1/9/2012,65.9,46.1,55.7,44.9,,0,,5.8,,9.9,47.5,28.2,Partially cloudy
"85008, USA",1/10/2012,65.9,44,55,40,,0,,9.2,,9.9,42.1,37.01,Partially cloudy
"85008, USA",1/11/2012,65,44.9,54,41,,0,,9.2,,9.9,68.3,40.62,Partially cloudy
"85008, USA",1/12/2012,64.1,46.1,54.4,45,,0,,5.8,,9.9,70.4,31.97,Partially cloudy
"85008, USA",1/13/2012,69.2,38,55.5,40.6,,0,,13.9,,9.9,5,18.9,Clear
"85008, USA",1/14/2012,71,44.9,58.2,41.6,,0,,16.1,,9.9,68.8,20.66,Partially cloudy
"85008, USA",1/15/2012,62,53.9,58.4,,,0,,8.1,,9.9,95,32.73,Overcast
"85008, USA",1/16/2012,65.9,53,58.2,,,0,,10.3,,9.9,72.5,55.62,Partially cloudy
"85008, USA",1/17/2012,68.1,47,56.6,44.9,,0,,9.2,,9.9,30.8,52.36,Partially cloudy
"85008, USA",1/18/2012,65.9,44,54.9,40.6,,0,,8.1,,9.9,35,45.92,Partially cloudy
"85008, USA",1/19/2012,69.2,44,56.1,38.9,,0,,9.2,,9.9,15,42.55,Clear
"85008, USA",1/20/2012,70.1,43.1,56.4,40.3,,0,,9.2,,9.9,41.7,38.06,Partially cloudy
"85008, USA",1/21/2012,71,47.9,57.9,44.7,,0,,23,40.3,9.9,64.2,36.95,Partially cloudy
"85008, USA",1/22/2012,62,46.1,54.6,45,,0,,11.4,,9.7,65.4,31.73,Partially cloudy
"85008, USA",1/23/2012,62,42.2,53.5,39.2,,0,,15,,9.9,82.1,37.43,Overcast
"85008, USA",1/24/2012,66.8,46.1,57.4,42.6,,0,,12.8,,9.9,51.7,42.95,Partially cloudy
"85008, USA",1/25/2012,69.2,46.1,58,43.9,,0,,9.2,,9.9,30.4,26.16,Partially cloudy
"85008, USA",1/26/2012,73.1,44.9,58.3,41.7,,0,,8.1,,9.9,16.3,31.63,Clear
"85008, USA",1/27/2012,69.2,47.9,58.5,44.7,,0,,8.1,,9.9,67.5,36.91,Partially cloudy
"85008, USA",1/28/2012,75.8,47,61.7,44.2,,0,,13.9,,9.9,49.2,20.22,Partially cloudy
"85008, USA",1/29/2012,78.2,47,62.6,,,0,,15,,9.9,75,19.17,Partially cloudy
"85008, USA",1/30/2012,73.1,50.1,60.8,,,0,,9.2,,9.9,48.8,26.96,Partially cloudy
"85008, USA",1/31/2012,73.1,51.2,61,,,0,,8.1,,9.9,60,27.85,Partially cloudy
"85008, USA",2/1/2012,74.9,48.8,60.2,48,,0,,9.2,,9.9,60.8,28.95,Partially cloudy
"85008, USA",2/2/2012,68.1,46.1,56.9,42.6,,0,,17.2,,9.9,40,32.66,Partially cloudy
"85008, USA",2/3/2012,65.9,44.9,55.8,41.7,,0,,8.1,,9.9,27.5,35.11,Partially cloudy
"85008, USA",2/4/2012,69.2,46.1,57.2,47,,0,,5.8,,9.9,39.2,31.2,Partially cloudy
"85008, USA",2/5/2012,71,44.9,57.5,42.4,,0,,9.2,,9.9,40.8,30.63,Partially cloudy
"85008, USA",2/6/2012,66.8,47,57.7,44.9,,0,,6.9,,9.9,85,32.3,Overcast
"85008, USA",2/7/2012,73.1,51.2,63.1,,,0,,15,,9.9,92.5,22.94,Overcast
"85008, USA",2/8/2012,73.1,55.1,65,,,0,,6.9,,9.9,87.5,28.02,Overcast
"85008, USA",2/9/2012,75.8,53,64.8,,,0,,10.3,,9.9,33.3,31,Partially cloudy
"85008, USA",2/10/2012,79.1,53,65,,,0,,9.2,,9.9,12.5,29.9,Clear
"85008, USA",2/11/2012,79.1,53,65.7,,,0,,9.2,,9.9,42.9,26.31,Partially cloudy
"85008, USA",2/12/2012,66.8,53.9,60.8,,,0,,15,,9.9,51.7,33.7,Partially cloudy
"85008, USA",2/13/2012,65.9,47.9,58.5,44.2,,0,,11.4,,9.9,66.7,41.56,Partially cloudy
"85008, USA",2/14/2012,60.2,47,54.4,43.6,,0,,16.1,,9.9,78.3,48.46,Overcast
"85008, USA",2/15/2012,64.1,42.2,53.2,37.8,,0,,10.3,,9.9,43.8,51.05,Partially cloudy
"85008, USA",2/16/2012,68.1,44.9,57.2,42.4,,0,,13.9,,9.9,60,38.22,Partially cloudy
"85008, USA",2/17/2012,68.1,48.8,58.4,48,,0,,11.4,,9.9,34.2,44.46,Partially cloudy
"85008, USA",2/18/2012,69.2,44.9,57.6,40.5,,0,,8.1,,9.9,25.4,43.35,Partially cloudy
"85008, USA",2/19/2012,65.9,47,57.5,44.2,,0,,18.3,,9.9,66.7,38.14,Partially cloudy
"85008, USA",2/20/2012,69.2,47,58,44.9,,0,,11.4,,9.9,53.3,33.49,Partially cloudy
"85008, USA",2/21/2012,74,44.9,59.8,43.5,,0,,8.1,,9.9,31.7,25.37,Partially cloudy
"85008, USA",2/22/2012,75.8,47.9,61.9,44.7,,0,,8.1,,9.9,55,21.9,Partially cloudy
"85008, USA",2/23/2012,77.1,50.1,64.1,,,0,,10.3,,9.9,47.9,24.8,Partially cloudy
"85008, USA",2/24/2012,79.1,51.2,65.9,,,0,,6.9,,9.9,12.5,22.51,Clear
"85008, USA",2/25/2012,78.2,52.1,65,,,0,,10.3,,9.9,8.8,21.18,Clear
"85008, USA",2/26/2012,79.1,50.1,65.6,,,0,,9.2,,9.9,30,22.59,Partially cloudy
"85008, USA",2/27/2012,78.2,56,65.1,,,0,,24.2,36.9,9.9,34.2,27.73,Partially cloudy
"85008, USA",2/28/2012,62,48.8,55.1,42.4,,0,,18.3,38,9.9,57.9,38.39,Partially cloudy
"85008, USA",2/29/2012,69.2,44.9,56.6,42.4,,0,,8.1,,9.9,31.7,32.44,Partially cloudy
"85008, USA",3/1/2012,70.1,47,58.5,42.7,,0,,12.8,,9.9,18.8,31.49,Clear
"85008, USA",3/2/2012,68.1,52.1,59.5,,,0,,21.9,36.9,9.9,0,17.99,Clear
"85008, USA",3/3/2012,71,44.9,58.7,41.7,,0,,10.3,,9.9,0,12.66,Clear
"85008, USA",3/4/2012,80.9,50.1,65.8,,78.8,0,,8.1,,9.9,1.3,17.5,Clear
"85008, USA",3/5/2012,83.9,53,68.7,,81.1,0,,8.1,,9.9,75.4,19.62,Overcast
"85008, USA",3/6/2012,86.1,53.9,69.2,,82.8,0,,26.4,34.4,9.9,51.7,18.42,Partially cloudy
"85008, USA",3/7/2012,65.9,48.8,56.1,43.7,,0,,18.3,30,9.9,29.2,20.97,Partially cloudy
"85008, USA",3/8/2012,71,44.9,58.4,40.5,,0,,11.4,,9.9,15,25.92,Clear
"85008, USA",3/9/2012,73.1,52.1,64.3,,,0,,13.9,,9.9,38.3,21.1,Partially cloudy
"85008, USA",3/10/2012,71,53.9,62.7,,,0,,12.8,,9.9,33.8,24.42,Partially cloudy
"85008, USA",3/11/2012,77.1,51.2,64.6,,,0,,10.3,,9.9,47.1,23.13,Partially cloudy
"85008, USA",3/12/2012,82.1,53,67.4,,79.7,0,,9.2,,9.9,11.3,16.33,Clear
"85008, USA",3/13/2012,82.1,52.1,68.2,,79.7,0,,10.3,,9.7,14.2,12.68,Clear
"85008, USA",3/14/2012,82.1,53,68.2,,79.7,0,,8.1,,9.9,16.3,13.5,Clear
"85008, USA",3/15/2012,83.9,53.9,70.5,,81.1,0,,10.3,,9.9,5,14.07,Clear
"85008, USA",3/16/2012,84.8,56,71.2,,81.8,0,,9.2,,9.9,22.9,15.38,Clear
"85008, USA",3/17/2012,80.9,57.8,68.4,,79.1,0,,20.8,33.3,9.9,74.2,24.42,Partially cloudy
"85008, USA",3/18/2012,62.9,44.9,50.2,36.7,,0.25,,25.3,58.6,9.7,90.4,68.81,"Rain, Overcast"
"85008, USA",3/19/2012,56.9,44.9,51,43.2,,0,,16.1,,9.9,74.2,46.91,Partially cloudy
"85008, USA",3/20/2012,65.9,43.1,54.7,40.3,,0,,11.4,,9.9,12.5,41.16,Clear
"85008, USA",3/21/2012,74.9,48.8,61.6,47,,0,,10.3,,9.9,17.5,35.48,Clear
"85008, USA",3/22/2012,83,53.9,69,,80.5,0,,8.1,,9.9,5,32.44,Clear
"85008, USA",3/23/2012,84.8,57.8,72.7,,81.7,0,,10.3,,9.9,3.8,26.68,Clear
"85008, USA",3/24/2012,87.2,60.2,74.2,,83.6,0,,8.1,,9.9,60,22.87,Partially cloudy
"85008, USA",3/25/2012,83.9,61.1,72.6,,81,0,,20.8,32.2,9.9,80.8,25.81,Overcast
"85008, USA",3/26/2012,73.1,56.9,66,,,0,,11.4,,9.9,17.1,37.14,Clear
"85008, USA",3/27/2012,82.1,56,69.8,,79.8,0,,11.4,,9.9,3.8,28.72,Clear
"85008, USA",3/28/2012,84.8,57.8,72.4,,81.7,0,,11.4,,9.9,17.5,21.67,Clear
"85008, USA",3/29/2012,84.8,60.2,73.2,,81.7,0,,10.3,,9.9,50.4,20.18,Partially cloudy
"85008, USA",3/30/2012,88.1,62,75.9,,84.3,0,,8.1,,9.9,54.2,20.67,Partially cloudy
"85008, USA",3/31/2012,92.9,64.1,78.5,,88.4,0,,18.3,,9.9,32.1,20.26,Partially cloudy
"85008, USA",4/1/2012,74.9,62.9,69,,,0,,24.2,33.3,9.9,10,22.21,Clear
"85008, USA",4/2/2012,73.1,56.9,65.1,,,0,,16.1,31.1,9.9,19.6,14.14,Clear
"85008, USA",4/3/2012,79.1,53,66.8,,,0,,11.4,,9.9,16.3,15.51,Clear
"85008, USA",4/4/2012,82.1,56.9,70.9,,79.7,0,,9.2,,9.9,68.3,16.69,Partially cloudy
"85008, USA",4/5/2012,87.2,60.2,74.3,,83.7,0,,16.1,,9.9,70.8,15.96,Partially cloudy
"85008, USA",4/6/2012,80,62.9,71.9,,,0,,12.8,,9.9,46.3,13.1,Partially cloudy
"85008, USA",4/7/2012,88.1,57.8,73.3,,84.7,0,,8.1,,9.9,70.4,10.92,Partially cloudy
"85008, USA",4/8/2012,89.9,61.1,77,,86,0,,9.2,,9.9,67.5,11.92,Partially cloudy
"85008, USA",4/9/2012,92.9,65,79.3,,88.4,0,,9.2,,9.9,73.3,13.41,Partially cloudy
"85008, USA",4/10/2012,92,65,78.7,,87.7,0,,23,,9.9,57.9,14.89,Partially cloudy
"85008, USA",4/11/2012,75.8,65.9,71,,,0,,19.7,30,9.9,52.1,30.32,Partially cloudy
"85008, USA",4/12/2012,74,60.2,66.6,,,0,,16.1,,9.9,69.2,25.34,Partially cloudy
"85008, USA",4/13/2012,79.1,59.1,68.8,,,0,,27.7,36.9,9.9,74.6,20.03,Partially cloudy
"85008, USA",4/14/2012,65,51.2,58.4,,,0.05,,26.4,38,9.9,86.7,34.87,"Rain, Overcast"
"85008, USA",4/15/2012,73.1,53.9,63.8,,,0,,9.2,,9.9,40,30.46,Partially cloudy
"85008, USA",4/16/2012,83,56.9,71.4,,80.4,0,,10.3,,9.9,12.9,25.68,Clear
"85008, USA",4/17/2012,92,62.9,77.7,,87.6,0,,8.1,,9.9,7.5,18.64,Clear
"85008, USA",4/18/2012,92.9,65,80.2,,88.4,0,,12.8,,9.9,27.1,14.98,Partially cloudy
"85008, USA",4/19/2012,93.8,65.9,81.1,,89.2,0,,16.1,,9.9,61.3,15.13,Partially cloudy
"85008, USA",4/20/2012,96.2,71,84.6,,91.2,0,,10.3,,9.9,15.4,15.51,Clear
"85008, USA",4/21/2012,100.1,71,87,,94.6,0,,8.1,,9.9,10,15.67,Clear
"85008, USA",4/22/2012,102.8,73.1,88.8,,96.6,0,,12.8,,9.9,10,13.84,Clear
"85008, USA",4/23/2012,102.8,74,88.4,,96.8,0,,15,,9.9,50.8,12.66,Partially cloudy
"85008, USA",4/24/2012,93.8,68.1,83.2,,89.2,0,,15,,9.9,36.3,14.39,Partially cloudy
"85008, USA",4/25/2012,91.1,73.1,82.3,,86.9,0,,10.3,,9.9,86.7,16.15,Overcast
"85008, USA",4/26/2012,80,68.1,75.6,,,0.03,,19.7,41.4,9.9,66.3,28.09,"Rain, Partially cloudy"
"85008, USA",4/27/2012,84.8,62,74.7,,81.8,0,,10.3,,9.9,7.5,29.01,Clear
"85008, USA",4/28/2012,91.1,65,79.6,,86.9,0,,11.4,,9.9,18.3,21.66,Clear
"85008, USA",4/29/2012,92,66.8,81.3,,87.6,0,,12.8,,9.9,15.8,19.29,Clear
"85008, USA",4/30/2012,92.9,71,83.3,,88.6,0,,11.4,,9.9,8.8,22.26,Clear
"85008, USA",5/1/2012,91.1,70.1,82.1,,86.9,0,,11.4,,9.9,47.1,18.95,Partially cloudy
"85008, USA",5/2/2012,92.9,71,82.2,,88.4,0,,18.3,30,9.9,67.1,19.12,Partially cloudy
"85008, USA",5/3/2012,96.2,69.2,82.1,,91.2,0,,11.4,,9.9,37.1,18.81,Partially cloudy
"85008, USA",5/4/2012,93.8,69.2,83.3,,89.2,0,,13.9,,9.9,17.9,15.83,Clear
"85008, USA",5/5/2012,92,68.1,82.7,,87.6,0,,15,,9.9,61.3,15.28,Partially cloudy
"85008, USA",5/6/2012,92,68.1,81.8,,87.7,0,,10.3,,9.9,47.1,13.36,Partially cloudy
"85008, USA",5/7/2012,91.1,68.1,79.7,,86.9,0,,24.2,30,9.9,30,10.13,Partially cloudy
"85008, USA",5/8/2012,91.1,65.9,80.3,,87.2,0,,17.2,,9.7,80.8,8.75,Overcast
"85008, USA",5/9/2012,95.1,69.2,78.9,,90.8,0.03,,33.3,54.1,9.5,68.8,30.2,"Rain, Partially cloudy"
"85008, USA",5/10/2012,92.9,65,79.7,,88.6,0,,11.4,,9.9,22.1,34.09,Clear
"85008, USA",5/11/2012,98,71,85.9,,92.6,0,,17.2,,9.9,0,17.22,Clear
"85008, USA",5/12/2012,97.1,70.1,85.4,,91.8,0,,10.3,,9.9,20,11.76,Clear
"85008, USA",5/13/2012,101.9,71.9,88.8,,95.7,0,,13.9,,9.9,31.3,11.18,Partially cloudy
"85008, USA",5/14/2012,101,75.8,90.5,,95.1,0,,11.4,,9.9,42.1,8.86,Partially cloudy
"85008, USA",5/15/2012,105.2,78.2,92.8,,98.5,0,,20.8,30,9.9,18.8,11.46,Clear
"85008, USA",5/16/2012,102.8,80,92.8,,96.6,0,,15,,9.9,10,10,Clear
"85008, USA",5/17/2012,104.1,74.9,90.7,,97.5,0,,13.9,,9.9,12.5,10.47,Clear
"85008, USA",5/18/2012,97.1,78.2,87.6,,91.9,0,,23,31.1,9.9,12.9,11.64,Clear
"85008, USA",5/19/2012,97.1,70.1,85.6,,91.8,0,,8.1,,9.9,31.3,12.76,Partially cloudy
"85008, USA",5/20/2012,101.9,74,88.8,,95.8,0,,8.1,,9.9,22.5,11.88,Clear
"85008, USA",5/21/2012,106.1,75.8,92.6,,98.8,0,,10.3,,9.9,1.3,9.66,Clear
"85008, USA",5/22/2012,107,77.1,93.1,,99.7,0,,17.2,,9.9,31.7,9.28,Partially cloudy
"85008, USA",5/23/2012,101,74.9,89.5,,95.8,0,,20.8,,9.9,21.7,11.09,Clear
"85008, USA",5/24/2012,97.1,77.1,87.3,,92.5,0,,18.3,,9.9,0,19.61,Clear
"85008, USA",5/25/2012,92.9,74,83.9,,88.6,0,,21.9,38,9.9,1.3,22.68,Clear
"85008, USA",5/26/2012,80.9,65.9,74,,78.7,0,,20.8,,9.9,10.8,20.55,Clear
"85008, USA",5/27/2012,86.1,62,75.6,,82.8,0,,10.3,,9.9,0,14.21,Clear
"85008, USA",5/28/2012,92.9,65.9,81.2,,88.5,0,,9.2,,9.9,0,11.67,Clear
"85008, USA",5/29/2012,98,70.1,84.7,,92.6,0,,9.2,,9.9,0,10.48,Clear
"85008, USA",5/30/2012,101,71.9,87.7,,95,0,,15,,9.9,1.3,11.42,Clear
"85008, USA",5/31/2012,107.9,74.9,92.8,,100.2,0,,15,,9.9,0,10.58,Clear
"85008, USA",6/1/2012,110,79.1,95.7,,100.9,0,,19.7,,9.9,5,9.74,Clear
"85008, USA",6/2/2012,106.1,79.1,94.2,,99.3,0,,20.8,,9.9,52.5,10.48,Partially cloudy
"85008, USA",6/3/2012,101,74.9,90.4,,95.2,0,,11.4,,9.9,30,12.9,Partially cloudy
"85008, USA",6/4/2012,101,75.8,90.3,,95.6,0,,13.9,,9.9,2.5,14.34,Clear
"85008, USA",6/5/2012,101,78.2,89.7,,95.6,0,,18.3,,9.9,2.5,15.71,Clear
"85008, USA",6/6/2012,98.9,74,88.9,,93.5,0,,13.9,,9.9,1.3,11.11,Clear
"85008, USA",6/7/2012,101,75.8,90.5,,95.3,0,,12.8,,9.9,8.8,12.99,Clear
"85008, USA",6/8/2012,102.8,77.1,91.9,,97,0,,17.2,,9.9,0,11.73,Clear
"85008, USA",6/9/2012,101,75.8,90.7,,95.4,0,,16.1,,9.9,2.5,11.83,Clear
"85008, USA",6/10/2012,100.1,77.1,90.1,,94.7,0,,10.3,,9.9,0,12.51,Clear
"85008, USA",6/11/2012,102.8,79.1,92.9,,97.2,0,,12.8,,9.9,18.8,13.49,Clear
"85008, USA",6/12/2012,106.1,80,93.8,,99.5,0,,12.8,,9.9,30.4,11.85,Partially cloudy
"85008, USA",6/13/2012,105.2,78.2,93.5,,98.5,0,,16.1,,9.9,30,10.65,Partially cloudy
"85008, USA",6/14/2012,106.1,79.1,93.8,,99.2,0,,18.3,31.1,9.9,0,11.27,Clear
"85008, USA",6/15/2012,102.8,80,92.1,,97.2,0,,20.8,,9.9,1.3,13.76,Clear
"85008, USA",6/16/2012,106.1,78.2,92.8,,100.5,0,,20.8,33.3,9.9,39.6,15.16,Partially cloudy
"85008, USA",6/17/2012,109.1,83,97.1,,103.1,0,,16.1,,9.9,17.9,18.04,Clear
"85008, USA",6/18/2012,110.9,87.2,100,,102.5,0,,21.9,33.3,9.9,0,11.94,Clear
"85008, USA",6/19/2012,107.9,80.9,95.8,,99.7,0,,17.2,,9.9,1.3,8.29,Clear
"85008, USA",6/20/2012,107.9,80.9,95.4,,100,0,,11.4,,9.9,8.8,7.67,Clear
"85008, USA",6/21/2012,107.9,80.9,96.6,,101.2,0,,12.8,,9.9,7.5,13.23,Clear
"85008, USA",6/22/2012,107,84.8,97.2,,101.1,0,,15,,9.9,0,13.34,Clear
"85008, USA",6/23/2012,106.1,82.1,96.1,,99.7,0,,17.2,,9.9,30.8,13.98,Partially cloudy
"85008, USA",6/24/2012,105.2,87.2,97,,103.7,0,,18.3,,9.9,49.6,19.89,Partially cloudy
"85008, USA",6/25/2012,105.2,89,97.7,,101.5,0,,13.9,,9.9,39.2,17.93,Partially cloudy
"85008, USA",6/26/2012,109.1,89,99.8,,106.8,0,,15,34.4,9.8,47.5,18.9,Partially cloudy
"85008, USA",6/27/2012,110,89,98.5,,107.5,0,,31.1,43.6,8.9,42.5,25.34,Partially cloudy
"85008, USA",6/28/2012,110,89,99.5,,107.5,0,,15,,9.9,39.2,24.36,Partially cloudy
"85008, USA",6/29/2012,110,89.9,100.5,,105.6,0,,19.7,,9.9,21.7,20.13,Clear
"85008, USA",6/30/2012,107.9,89.9,99,,102.2,0,,17.2,,9.9,34.6,16.23,Partially cloudy
"85008, USA",7/1/2012,107.9,86.1,98.2,,101.2,0,,13.9,,9.9,57.5,11.45,Partially cloudy
"85008, USA",7/2/2012,106.1,87.2,97,,102.2,0,,15,,9.9,70,17.97,Partially cloudy
"85008, USA",7/3/2012,98.9,86.1,92.7,,98,0,,21.9,32.2,9.9,68.3,30.63,Partially cloudy
"85008, USA",7/4/2012,89.9,74,80.7,,89.2,0.14,,16.1,,9.8,91.3,63.53,"Rain, Overcast"
"85008, USA",7/5/2012,98,77.1,88.7,,98.8,0,,11.4,,9.9,47.5,47.73,Partially cloudy
"85008, USA",7/6/2012,102.8,84.8,95.1,,100,0,,18.3,,9.9,55.8,20.09,Partially cloudy
"85008, USA",7/7/2012,109.1,87.2,98,,102.7,0,,16.1,,9.9,58.3,11.61,Partially cloudy
"85008, USA",7/8/2012,110,88.1,99.5,,105.1,0,,10.3,,9.9,63.3,19.37,Partially cloudy
"85008, USA",7/9/2012,111.8,92,102.5,,104.9,0,,15,,9.9,63.3,18.1,Partially cloudy
"85008, USA",7/10/2012,110,91.1,101.3,,105.6,0,,17.2,31.1,9.9,75,19.76,Partially cloudy
"85008, USA",7/11/2012,110,89.9,99.9,,108.9,0,,17.2,33.3,9.4,90,26.45,Overcast
"85008, USA",7/12/2012,102.8,79.1,91.3,,104.5,0.24,,21.9,47.2,9.9,94.2,46.02,"Rain, Overcast"
"85008, USA",7/13/2012,93.8,79.1,87.6,,95.1,0.17,,18.3,30,9.9,93.3,49.35,"Rain, Overcast"
"85008, USA",7/14/2012,95.1,75.8,84.5,,99,0.18,,18.3,35.6,9.9,92.1,59.84,"Rain, Overcast"
"85008, USA",7/15/2012,100.1,77.1,86,,103.2,0.01,,21.9,30,9.5,72.9,54.15,"Rain, Partially cloudy"
"85008, USA",7/16/2012,101,79.1,91.5,,100,0,,15,,9.9,48.3,36,Partially cloudy
"85008, USA",7/17/2012,101.9,83,93.1,,98.5,0,,13.9,,9.9,50,21.31,Partially cloudy
"85008, USA",7/18/2012,106.1,83.9,95.2,,100.6,0,,16.1,,9.9,42.5,14.23,Partially cloudy
"85008, USA",7/19/2012,107,88.1,96.5,,101.9,0,,17.2,,9.9,78.3,18.73,Overcast
"85008, USA",7/20/2012,109.1,86.1,96.6,,106.4,0,,20.8,31.1,9.9,70.8,25.52,Partially cloudy
"85008, USA",7/21/2012,107,83.9,91.9,,106.5,0,,28.9,50.6,9.6,65.4,39.77,Partially cloudy
"85008, USA",7/22/2012,102.8,83,91.3,,104.5,0,,21.9,30,9.7,83.3,42.88,Overcast
"85008, USA",7/23/2012,104.1,84.8,94.2,,104.8,0,,17.2,,9.9,68.3,37.06,Partially cloudy
"85008, USA",7/24/2012,102.8,83.9,92.6,,104,0,,24.2,32.2,9.9,80,38.1,Overcast
"85008, USA",7/25/2012,104.1,86.1,95.7,,101.3,0,,12.8,,9.9,66.7,29.68,Partially cloudy
"85008, USA",7/26/2012,107,88.1,97.7,,104.2,0,,15,32.2,9.9,48.3,20.24,Partially cloudy
"85008, USA",7/27/2012,109.1,89,99.5,,104.3,0,,11.4,,9.9,73.3,18.42,Partially cloudy
"85008, USA",7/28/2012,98.9,78.2,91,,98.8,0.09,,24.2,40.3,9.9,93.3,41.94,"Rain, Overcast"
"85008, USA",7/29/2012,101.9,78.2,86.3,,104.5,0.03,,25.3,45,9.9,84.2,60.08,"Rain, Overcast"
"85008, USA",7/30/2012,98.9,80,89.1,,100.4,0,,15,,9.9,70.8,50.77,Partially cloudy
"85008, USA",7/31/2012,101,83,91.2,,102.4,0,,13.9,33.3,9.9,58.3,43.1,Partially cloudy
"85008, USA",8/1/2012,101.9,83.9,93.5,,100.2,0,,13.9,,9.9,37.1,33.8,Partially cloudy
"85008, USA",8/2/2012,106.1,86.1,96.3,,104.6,0,,10.3,,9.9,42.5,25.22,Partially cloudy
"85008, USA",8/3/2012,107,87.2,98.1,,103.5,0,,11.4,,9.9,45,23.12,Partially cloudy
"85008, USA",8/4/2012,109.1,89,99.5,,105.4,0,,9.2,,9.9,48.3,19.1,Partially cloudy
"85008, USA",8/5/2012,105.2,89,97.4,,103,0,,16.1,35.6,9.9,70,22.6,Partially cloudy
"85008, USA",8/6/2012,110,89,99.4,,108.9,0,,12.8,,9.9,55.8,26.22,Partially cloudy
"85008, USA",8/7/2012,110.9,89.9,101.3,,108.9,0,,11.4,,9.9,40.4,24.47,Partially cloudy
"85008, USA",8/8/2012,114.2,92.9,103.6,,107.9,0,,26.4,32.2,9.9,47.1,20.31,Partially cloudy
"85008, USA",8/9/2012,111.8,93.8,103,,107.1,0,,10.3,,9.9,52.5,21.27,Partially cloudy
"85008, USA",8/10/2012,111.8,91.1,102.2,,105.4,0,,11.4,,9.9,25.8,20.65,Partially cloudy
"85008, USA",8/11/2012,110,92,100.9,,106.5,0,,20.8,,9.5,71.3,22.08,Partially cloudy
"85008, USA",8/12/2012,113.1,91.1,102.3,,106.5,0,,9.2,,9.9,60,20.57,Partially cloudy
"85008, USA",8/13/2012,113.1,91.1,102.5,,105.5,0,,19.7,33.3,9.7,54.2,18.96,Partially cloudy
"85008, USA",8/14/2012,111.8,83.9,101.2,,106.4,0.05,,16.1,43.6,9.9,66.7,22.35,"Rain, Partially cloudy"
"85008, USA",8/15/2012,98,82.1,90.5,,99.3,0,,17.2,,9.1,85,42.46,Overcast
"85008, USA",8/16/2012,98,83,90.9,,101.4,0.03,,24.2,,9.9,88.3,43.07,"Rain, Overcast"
"85008, USA",8/17/2012,95.1,75.8,85.4,,99,0.17,,20.8,31.1,9.9,88.3,60.3,"Rain, Overcast"
"85008, USA",8/18/2012,98.9,83,90.7,,102.5,0,,12.8,,9.9,63.3,47.27,Partially cloudy
"85008, USA",8/19/2012,102.8,84.8,94.3,,105,0,,17.2,32.2,9.8,58.8,39.96,Partially cloudy
"85008, USA",8/20/2012,105.2,86.1,95.7,,109.9,0,,12.8,,9.9,68.3,36.62,Partially cloudy
"85008, USA",8/21/2012,101,75.8,92.1,,104.9,0.33,,25.3,34.4,9.7,82.9,45.5,"Rain, Overcast"
"85008, USA",8/22/2012,89,75.8,82.7,,95.9,0.07,,13.9,,9.9,77.9,69.09,"Rain, Overcast"
"85008, USA",8/23/2012,92.9,74.9,84.3,,97.4,0.8,,24.2,34.4,9.8,74.2,63.18,"Rain, Partially cloudy"
"85008, USA",8/24/2012,97.1,80.9,89.1,,100.3,0,,11.4,,9.9,48.8,51.27,Partially cloudy
"85008, USA",8/25/2012,101.9,82.1,92.7,,101,0,,10.3,,9.9,31.7,37.57,Partially cloudy
"85008, USA",8/26/2012,102.8,83.9,94.7,,100.9,0,,11.4,,9.9,40,29.26,Partially cloudy
"85008, USA",8/27/2012,107,86.1,96.9,,106.1,0,,8.1,,9.9,47.5,28.85,Partially cloudy
"85008, USA",8/28/2012,107.9,88.1,98,,106.2,0,,12.8,,9.9,37.1,27.51,Partially cloudy
"85008, USA",8/29/2012,105.2,84.8,95.1,,107.8,0,,13.9,,9.9,32.9,33.09,Partially cloudy
"85008, USA",8/30/2012,100.1,84.8,92.6,,102.4,0,,17.2,,9.9,48.3,39.33,Partially cloudy
"85008, USA",8/31/2012,101.9,83.9,93,,103.4,0,,11.4,,9.9,60.4,36.35,Partially cloudy
"85008, USA",9/1/2012,104.1,89,96,,106.5,0,,10.3,,9.9,62.5,34.53,Partially cloudy
"85008, USA",9/2/2012,107,88.1,96.8,,108.7,0,,12.8,,9.9,58.3,32.9,Partially cloudy
"85008, USA",9/3/2012,101.9,88.1,94.8,,102.4,0,,15,,9.9,55,33.4,Partially cloudy
"85008, USA",9/4/2012,100.1,80.9,91.4,,101.3,0,,19.7,35.6,9.9,57.5,41.95,Partially cloudy
