Accession Planting,Inventory Date,Status,Condition,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
2012-0314-01-23,,,,2/26/2020 13:42,17.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-23,,,,2/26/2015 0:00,16.7,feet,,feet,3 arms. 0 buds.
2012-0314-01-23,,,,4/25/2013 11:54,15.6,feet,13.1,feet,1 arm. 2 buds. VN.
2012-0314-01-23,8/1/2012 14:58,Alive,,,,,,,
2012-0314-01-23,4/25/2013 0:00,Alive,Good,,,,,,
2012-0314-01-23,4/25/2013 21:30,Alive,Good,,,,,,
2012-0314-01-23,10/8/2013 12:30,Alive,Good,,,,,,
2012-0314-01-23,2/26/2015 0:00,Alive,Good,,,,,,
2012-0314-01-23,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0314-01-23,3/23/2017 20:24,Alive,Fair,,,,,,
2012-0314-01-23,2/26/2018 15:37,Alive,Good,,,,,,
2012-0314-01-23,3/29/2019 19:34,Alive,Good,,,,,,
2012-0314-01-22,,,,2/26/2020 13:42,17.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-22,,,,2/26/2015 0:00,16.2,feet,,feet,1 arm. 0 buds.
2012-0314-01-22,,,,4/25/2013 12:05,14.4,feet,15,feet,1 bud. VN.
2012-0314-01-22,8/1/2012 14:56,Alive,,,,,,,
2012-0314-01-22,4/25/2013 0:00,Alive,Good,,,,,,
2012-0314-01-22,4/25/2013 21:30,Alive,Good,,,,,,
2012-0314-01-22,10/8/2013 12:30,Alive,Good,,,,,,
2012-0314-01-22,2/26/2015 0:00,Alive,Good,,,,,,
2012-0314-01-22,3/21/2016 18:29,Alive,Good,,,,,,
2012-0314-01-22,3/23/2017 20:24,Alive,Good,,,,,,
2012-0314-01-22,2/26/2018 15:37,Alive,Good,,,,,,
2012-0314-01-22,3/29/2019 19:34,Alive,Fair,,,,,,
2012-0314-01-21,,,,2/26/2015 0:00,14.1,feet,,feet,0 arms. 1 bud.
2012-0314-01-21,,,,4/25/2013 11:27,12.9,feet,11.5,feet,1 bud. VN.
2012-0314-01-21,8/1/2012 16:20,Alive,,,,,,,
2012-0314-01-21,4/25/2013 0:00,Alive,Fair,,,,,,
2012-0314-01-21,4/25/2013 21:30,Alive,Fair,,,,,,
2012-0314-01-21,10/8/2013 12:30,Alive,Fair,,,,,,
2012-0314-01-21,2/26/2015 0:00,Alive,Fair,,,,,,
2012-0314-01-21,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0314-01-21,3/23/2017 20:24,Alive,Good,,,,,,
2012-0314-01-21,2/26/2018 15:37,Alive,Good,,,,,,
2012-0314-01-21,3/29/2019 19:34,Alive,Good,,,,,,
2012-0314-01-20,,,,2/26/2020 13:48,5.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-20,,,,3/29/2019 19:04,6,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/19"
2012-0314-01-20,,,,2/26/2018 15:37,5.83,feet,,feet,0 arms. 0 buds.
2012-0314-01-20,,,,2/21/2015 0:00,4.6,feet,,feet,0 arms. 0 buds.
2012-0314-01-20,,,,2/8/2013 12:12,3.9,feet,11.7,feet,0 arms. VN
2012-0314-01-20,8/1/2012 15:14,Alive,,,,,,,
2012-0314-01-20,2/8/2013 0:00,Alive,Good,,,,,,
2012-0314-01-20,10/7/2013 16:58,Alive,Good,,,,,,
2012-0314-01-20,2/21/2015 0:00,Alive,Good,,,,,,
2012-0314-01-20,2/21/2015 23:16,Alive,Good,,,,,,
2012-0314-01-20,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0314-01-20,3/23/2017 20:24,Alive,Good,,,,,,
2012-0314-01-20,2/26/2018 15:37,Alive,Fair,,,,,,
2012-0314-01-2,7/31/2012 14:51,Alive,,,,,,,
2012-0314-01-2,12/4/2012 0:00,Dead,,,,,,,
2012-0314-01-2,10/7/2013 16:57,Dead,,,,,,,
2012-0314-01-19,,,,2/26/2020 13:48,16.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-19,,,,2/26/2018 15:37,15.74,feet,,feet,4 arms. 0 buds.
2012-0314-01-19,,,,2/22/2015 0:00,15.9,feet,,feet,4 arms. 0 buds.
2012-0314-01-19,,,,3/28/2013 12:07,15.45,feet,20,feet,4 arms. VN.
2012-0314-01-19,8/1/2012 15:12,Alive,,,,,,,
2012-0314-01-19,3/28/2013 0:00,Alive,Good,,,,,,
2012-0314-01-19,10/7/2013 16:58,Alive,Good,,,,,,
2012-0314-01-19,2/22/2015 0:00,Alive,Good,,,,,,
2012-0314-01-19,2/22/2015 0:00,Alive,Good,,,,,,
2012-0314-01-19,3/21/2016 18:29,Alive,Good,,,,,,
2012-0314-01-19,3/23/2017 20:24,Alive,Good,,,,,,
2012-0314-01-19,2/26/2018 15:37,Alive,Good,,,,,,
2012-0314-01-19,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0314-01-18,,,,2/26/2020 13:42,18.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-18,,,,2/26/2015 0:00,16.7,feet,,feet,0 arms. 1 bud.
2012-0314-01-18,,,,4/25/2013 11:41,15.65,feet,14,feet,0 arms. VN.
2012-0314-01-18,8/1/2012 15:02,Alive,,,,,,,
2012-0314-01-18,4/25/2013 0:00,Alive,Good,,,,,,
2012-0314-01-18,4/25/2013 21:30,Alive,Good,,,,,,
2012-0314-01-18,10/8/2013 12:30,Alive,Good,,,,,,
2012-0314-01-18,2/26/2015 0:00,Alive,Good,,,,,,
2012-0314-01-18,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0314-01-18,3/23/2017 20:24,Alive,Good,,,,,,
2012-0314-01-18,2/26/2018 15:37,Alive,Good,,,,,,
2012-0314-01-18,3/29/2019 19:34,Alive,Good,,,,,,
2012-0314-01-17,,,,2/26/2020 13:42,19,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-17,,,,2/26/2015 0:00,17.85,feet,,feet,5 arms. 0 buds.
2012-0314-01-17,,,,4/25/2013 11:59,16.8,feet,17.6,feet,5 arms. VN.
2012-0314-01-17,8/1/2012 14:55,Alive,,,,,,,
2012-0314-01-17,4/25/2013 0:00,Alive,Good,,,,,,
2012-0314-01-17,4/25/2013 21:30,Alive,Good,,,,,,
2012-0314-01-17,10/8/2013 12:30,Alive,Good,,,,,,
2012-0314-01-17,2/26/2015 0:00,Alive,Good,,,,,,
2012-0314-01-17,3/21/2016 18:29,Alive,Good,,,,,,
2012-0314-01-17,3/23/2017 20:24,Alive,Good,,,,,,
2012-0314-01-17,2/26/2018 15:37,Alive,Good,,,,,,
2012-0314-01-17,3/29/2019 19:34,Alive,Good,,,,,,
2012-0314-01-16,,,,2/26/2020 13:48,17.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-16,,,,2/18/2015 0:00,16.2,feet,22.3,feet,3 arms. 0 buds.
2012-0314-01-16,,,,4/30/2013 15:41,15.6,feet,21.1,feet,3 arms. DD&RP. 2/28/13.
2012-0314-01-16,7/31/2012 15:55,Alive,,,,,,,
2012-0314-01-16,4/30/2013 0:00,Alive,Good,,,,,,
2012-0314-01-16,10/7/2013 16:58,Alive,Good,,,,,,
2012-0314-01-16,2/18/2015 0:00,Alive,Good,,,,,,
2012-0314-01-16,3/21/2016 18:29,Alive,Good,,,,,,
2012-0314-01-16,3/23/2017 20:24,Alive,Good,,,,,,
2012-0314-01-16,2/26/2018 15:37,Alive,Good,,,,,,
2012-0314-01-16,3/29/2019 19:25,Alive,Excellent,,,,,,
2012-0314-01-15,,,,2/26/2020 13:48,15.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-15,,,,2/18/2015 0:00,13.8,feet,17.3,feet,0 arms. 1 bud.
2012-0314-01-15,,,,4/30/2013 15:37,12.7,feet,16.7,feet,0 arms. DD&RP. 2/28/13.
2012-0314-01-15,7/31/2012 15:54,Alive,,,,,,,
2012-0314-01-15,2/28/2013 0:00,Alive,Good,,,,,,
2012-0314-01-15,10/7/2013 16:58,Alive,Good,,,,,,
2012-0314-01-15,2/18/2015 0:00,Alive,Good,,,,,,
2012-0314-01-15,3/21/2016 18:29,Alive,Good,,,,,,
2012-0314-01-15,3/23/2017 20:24,Alive,Good,,,,,,
2012-0314-01-15,2/26/2018 15:37,Alive,Good,,,,,,
2012-0314-01-15,3/29/2019 19:25,Alive,Good,,,,,,
2012-0314-01-14,,,,2/26/2020 13:48,18.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-14,,,,2/18/2015 0:00,16.8,feet,17.2,feet,3 arms. 4 buds.
2012-0314-01-14,,,,4/8/2013 11:03,17.1,feet,15.9,feet,3 arms.
2012-0314-01-14,7/31/2012 15:53,Alive,,,,,,,
2012-0314-01-14,4/8/2013 0:00,Alive,Good,,,,,,
2012-0314-01-14,10/7/2013 16:58,Alive,Good,,,,,,
2012-0314-01-14,2/18/2015 0:00,Alive,Good,,,,,,
2012-0314-01-14,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0314-01-14,3/23/2017 20:24,Alive,Poor,,,,,,
2012-0314-01-14,2/26/2018 15:37,Alive,Fair,,,,,,
2012-0314-01-14,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0314-01-13,,,,2/26/2020 13:48,15.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-13,,,,2/18/2015 0:00,15,feet,13.5,feet,1 arm. 1 bud.
2012-0314-01-13,,,,4/30/2013 15:43,13.5,feet,11,feet,1 arm. DD&RP. 2/28/13.
2012-0314-01-13,7/31/2012 15:48,Alive,,,,,,,
2012-0314-01-13,4/30/2013 0:00,Alive,Good,,,,,,
2012-0314-01-13,10/7/2013 16:58,Alive,Good,,,,,,
2012-0314-01-13,2/18/2015 0:00,Alive,Good,,,,,,
2012-0314-01-13,2/18/2015 0:00,Alive,Good,,,,,,
2012-0314-01-13,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0314-01-13,3/23/2017 20:24,Alive,Poor,,,,,,
2012-0314-01-13,2/26/2018 15:37,Alive,Fair,,,,,,
2012-0314-01-13,3/29/2019 19:25,Alive,Poor,,,,,,
2012-0314-01-12,,,,2/18/2015 0:00,6.1,feet,11.5,feet,1 arm. 0 buds. vn&kk
2012-0314-01-12,,,,12/4/2012 5:52,5.2,feet,9.4,feet,"1 arm. very tall arm, almost same height as plant. sg&cs"
2012-0314-01-12,7/31/2012 15:37,Alive,,,,,,,
2012-0314-01-12,12/4/2012 0:00,Alive,Good,,,,,,
2012-0314-01-12,10/7/2013 16:57,Alive,Good,,,,,,
2012-0314-01-12,2/18/2015 0:00,Alive,Good,,,,,,
2012-0314-01-12,3/21/2016 18:29,Alive,Poor,,,,,,
2012-0314-01-12,3/23/2017 20:24,Alive,Poor,,,,,,
2012-0314-01-12,2/26/2018 15:37,Alive,Fair,,,,,,
2012-0314-01-12,2/18/2020 0:00,Dead,,,,,,,
2012-0314-01-11,,,,2/26/2020 13:48,1.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-11,,,,3/29/2019 19:13,1.7083333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/91"
2012-0314-01-11,,,,2/21/2015 0:00,1.25,feet,,feet,0 arms.  0 buds.
2012-0314-01-11,,,,12/4/2012 6:04,9.7,inches,,inches,0 arms. sg&cs
2012-0314-01-11,7/31/2012 15:27,Alive,,,,,,,
2012-0314-01-11,12/4/2012 0:00,Alive,Excellent,,,,,,
2012-0314-01-11,10/7/2013 16:57,Alive,Excellent,,,,,,
2012-0314-01-11,2/21/2015 0:00,Alive,Excellent,,,,,,
2012-0314-01-11,2/21/2015 23:16,Alive,Excellent,,,,,,
2012-0314-01-11,2/27/2015 0:00,Alive,Excellent,,,,,,
2012-0314-01-11,3/21/2016 18:29,Alive,Good,,,,,,
2012-0314-01-11,3/23/2017 20:24,Alive,Good,,,,,,
2012-0314-01-11,2/26/2018 15:37,Alive,Excellent,,,,,,
2012-0314-01-10,,,,2/26/2020 13:48,20.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-10,,,,2/27/2015 0:00,598,centimeters,,centimeters,2 arms. 0 buds.
2012-0314-01-10,,,,12/4/2012 6:15,18.7,feet,16.6,feet,2 arms. sg&cs
2012-0314-01-10,7/31/2012 15:13,Alive,,,,,,,
2012-0314-01-10,12/4/2012 0:00,Alive,Good,,,,,,
2012-0314-01-10,10/7/2013 16:57,Alive,Good,,,,,,
2012-0314-01-10,2/25/2015 0:00,Alive,Fair,,,,,,
2012-0314-01-10,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0314-01-10,3/23/2017 20:24,Alive,Fair,,,,,,
2012-0314-01-10,2/26/2018 15:37,Alive,Fair,,,,,,
2012-0314-01-10,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0314-01-1,,,,2/26/2020 13:48,11.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0314-01-1,,,,2/26/2015 0:00,10.4,feet,,feet,1 arm. 0 buds.
2012-0314-01-1,,,,12/4/2012 6:20,10.6,feet,10.6,feet,1 arm. arm same height as plant. sg&cs
2012-0314-01-1,7/31/2012 14:48,Alive,Excellent,,,,,,
2012-0314-01-1,8/3/2012 0:00,Alive,Excellent,,,,,,
2012-0314-01-1,11/28/2012 12:15,Alive,Excellent,,,,,,
2012-0314-01-1,12/4/2012 0:00,Alive,Good,,,,,,
2012-0314-01-1,10/7/2013 16:57,Alive,Good,,,,,,
2012-0314-01-1,3/6/2015 0:00,Alive,Good,,,,,,
2012-0314-01-1,3/21/2016 18:29,Alive,Good,,,,,,
2012-0314-01-1,3/23/2017 20:24,Alive,Fair,,,,,,
2012-0314-01-1,2/26/2018 15:37,Alive,Good,,,,,,
2012-0314-01-1,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0313-01-9,,,,2/26/2020 13:48,20.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-9,,,,2/26/2018 15:37,20.01,feet,,feet,3 arms. 0 buds.
2012-0313-01-9,,,,2/21/2015 0:00,18.85,feet,,feet,3 arms. 0 buds.
2012-0313-01-9,,,,1/31/2013 12:38,18,feet,17.1,feet,3 arms. VN
2012-0313-01-9,7/20/2012 15:26,Alive,,,,,,,
2012-0313-01-9,11/28/2012 12:15,Alive,,,,,,,
2012-0313-01-9,1/31/2013 0:00,Alive,Good,,,,,,
2012-0313-01-9,10/7/2013 16:56,Alive,Good,,,,,,
2012-0313-01-9,2/21/2015 0:00,Alive,Good,,,,,,
2012-0313-01-9,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-9,2/26/2018 15:37,Alive,Good,,,,,,
2012-0313-01-9,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-8,,,,2/26/2020 13:48,25.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-8,,,,2/26/2018 15:37,25.26,feet,,feet,"3 arms, 2 buds."
2012-0313-01-8,,,,2/21/2015 0:00,25.15,feet,,feet,"3 arms, 2 buds."
2012-0313-01-8,,,,1/31/2013 12:26,23.4,feet,17.3,feet,"3 arms, 2 buds. VN"
2012-0313-01-8,7/20/2012 15:24,Alive,,,,,,,
2012-0313-01-8,1/31/2013 0:00,Alive,Fair,,,,,,
2012-0313-01-8,10/7/2013 16:56,Alive,Fair,,,,,,
2012-0313-01-8,2/21/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-8,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-8,2/26/2018 15:37,Alive,Good,,,,,,
2012-0313-01-8,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-7,,,,2/26/2020 13:47,12.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-7,,,,2/26/2018 15:37,11.81,feet,,feet,0 arms. 2 bud.
2012-0313-01-7,,,,3/6/2015 0:00,12,feet,,feet,0 arms. 2 bud.
2012-0313-01-7,,,,4/30/2013 15:31,11.2,feet,14,feet,0 arms. DD&RP. 2/28/13.
2012-0313-01-7,7/20/2012 15:20,Alive,,,,,,,
2012-0313-01-7,11/28/2012 12:15,Alive,,,,,,,
2012-0313-01-7,2/28/2013 0:00,Alive,Good,,,,,,
2012-0313-01-7,10/7/2013 16:56,Alive,Good,,,,,,
2012-0313-01-7,3/6/2015 0:00,Alive,Good,,,,,,
2012-0313-01-7,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-7,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-7,2/26/2018 15:37,Alive,Good,,,,,,
2012-0313-01-7,3/29/2019 19:25,Alive,Excellent,,,,,,
2012-0313-01-6,,,,2/26/2020 13:47,17.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-6,,,,2/26/2018 15:37,17.38,feet,,feet,2 arms. 0 buds.
2012-0313-01-6,,,,2/22/2015 0:00,16.3,feet,,feet,2 arms. 0 buds.
2012-0313-01-6,,,,2/8/2013 11:31,15.8,feet,14,feet,2 arms. VN
2012-0313-01-6,7/20/2012 15:17,Alive,,,,,,,
2012-0313-01-6,11/28/2012 12:15,Alive,,,,,,,
2012-0313-01-6,2/8/2013 0:00,Alive,Excellent,,,,,,
2012-0313-01-6,10/7/2013 16:56,Alive,Excellent,,,,,,
2012-0313-01-6,3/10/2015 0:00,Alive,Good,,,,,,
2012-0313-01-6,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-6,2/26/2018 15:37,Alive,Good,,,,,,
2012-0313-01-6,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-50,,,,2/26/2020 13:50,7.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-50,,,,2/18/2015 0:00,7,feet,10,feet,5 arms.  3 buds. vn&kk
2012-0313-01-50,,,,12/4/2012 5:46,7.8,feet,8.1,feet,2 arms. 4 buds. no top. sg&cs
2012-0313-01-50,7/26/2012 16:43,Alive,,,,,,,
2012-0313-01-50,12/4/2012 0:00,Alive,Fair,,,,,,
2012-0313-01-50,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-50,2/18/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-50,3/21/2016 18:29,Alive,Poor,,,,,,
2012-0313-01-50,3/23/2017 20:23,Alive,Poor,,,,,,
2012-0313-01-50,2/26/2018 15:37,Alive,Fair,,,,,,
2012-0313-01-50,3/29/2019 19:27,Alive,Poor,,,,,,
2012-0313-01-5,,,,2/26/2020 13:47,16.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-5,,,,2/26/2018 15:37,16.73,feet,,feet,3 arms. 0 buds.
2012-0313-01-5,,,,2/22/2015 0:00,15.55,feet,,feet,3 arms. 0 buds.
2012-0313-01-5,,,,2/8/2013 11:37,14.9,feet,14.5,feet,3 arms. VN
2012-0313-01-5,7/20/2012 15:14,Alive,,,,,,,
2012-0313-01-5,11/28/2012 12:15,Alive,,,,,,,
2012-0313-01-5,2/8/2013 0:00,Alive,Excellent,,,,,,
2012-0313-01-5,10/7/2013 16:56,Alive,Excellent,,,,,,
2012-0313-01-5,2/22/2015 0:00,Alive,Good,,,,,,
2012-0313-01-5,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-5,2/26/2018 15:37,Alive,Good,,,,,,
2012-0313-01-5,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-49,,,,2/26/2020 13:50,12.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-49,,,,2/18/2015 0:00,10.9,feet,16.6,feet,0 arms. 0 buds.
2012-0313-01-49,,,,3/4/2013 14:55,10.4,feet,16.4,feet,0 arms. VN
2012-0313-01-49,7/26/2012 16:36,Alive,,,,,,,
2012-0313-01-49,3/4/2013 0:00,Alive,Fair,,,,,,
2012-0313-01-49,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-49,2/18/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-49,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-49,3/23/2017 20:23,Alive,Fair,,,,,,
2012-0313-01-49,2/26/2018 15:37,Alive,Good,,,,,,
2012-0313-01-49,3/29/2019 19:27,Alive,Good,,,,,,
2012-0313-01-48,,,,2/26/2020 13:50,21.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-48,,,,2/18/2015 0:00,19.6,feet,20.6,feet,1 arm.
2012-0313-01-48,,,,3/4/2013 14:46,19.2,feet,20.6,feet,1arm. VN
2012-0313-01-48,7/26/2012 16:35,Alive,,,,,,,
2012-0313-01-48,3/4/2013 0:00,Alive,Good,,,,,,
2012-0313-01-48,10/7/2013 17:00,Alive,Good,,,,,,
2012-0313-01-48,2/18/2015 0:00,Alive,Good,,,,,,
2012-0313-01-48,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-48,3/23/2017 20:23,Alive,Poor,,,,,,
2012-0313-01-48,2/26/2018 15:37,Alive,Fair,,,,,,
2012-0313-01-48,3/29/2019 19:26,Alive,Fair,,,,,,
2012-0313-01-47,,,,2/26/2020 13:50,16.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-47,,,,2/18/2015 0:00,15,feet,17.7,feet,4 arms and 8 buds.
2012-0313-01-47,,,,2/21/2013 17:37,14.9,feet,17.7,feet,4 arms and 5 buds. Jw
2012-0313-01-47,7/26/2012 16:31,Alive,,,,,,,
2012-0313-01-47,2/21/2013 0:00,Alive,Fair,,,,,,
2012-0313-01-47,3/4/2013 0:00,Alive,Fair,,,,,,
2012-0313-01-47,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-47,2/18/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-47,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-47,3/23/2017 20:23,Alive,Fair,,,,,,
2012-0313-01-47,2/26/2018 15:37,Alive,Good,,,,,,
2012-0313-01-47,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-46,,,,2/26/2020 13:50,16.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-46,,,,2/18/2015 0:00,16.4,feet,16.3,feet,4 arms. 0 buds. vn&kk
2012-0313-01-46,,,,12/4/2012 5:31,17.6,feet,15,feet,4 arms. sg&cs
2012-0313-01-46,7/26/2012 16:21,Alive,,,,,,,
2012-0313-01-46,12/4/2012 0:00,Alive,Good,,,,,,
2012-0313-01-46,10/7/2013 17:00,Alive,Good,,,,,,
2012-0313-01-46,2/18/2015 0:00,Alive,Good,,,,,,
2012-0313-01-46,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-46,3/23/2017 20:23,Alive,Fair,,,,,,
2012-0313-01-46,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-46,3/29/2019 19:26,Alive,Fair,,,,,,
2012-0313-01-45,,,,2/26/2020 13:50,17.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-45,,,,2/18/2015 0:00,16.8,feet,17,feet,3 arms. 2 buds.
2012-0313-01-45,,,,12/5/2012 12:29,16.1,feet,14.8,feet,3 arms. 2 buds.
2012-0313-01-45,7/26/2012 16:18,Alive,,,,,,,
2012-0313-01-45,12/5/2012 0:00,Alive,Fair,,,,,,
2012-0313-01-45,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-45,2/18/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-45,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-45,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-45,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-45,3/29/2019 19:26,Alive,Fair,,,,,,
2012-0313-01-44,,,,2/26/2020 13:50,11.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-44,,,,2/18/2015 0:00,9.3,feet,15.1,feet,0 arms. 0 buds.
2012-0313-01-44,,,,2/21/2013 17:31,8.8,feet,15,feet,0 arms. Jbw
2012-0313-01-44,7/26/2012 16:13,Alive,,,,,,,
2012-0313-01-44,2/21/2013 0:00,Alive,Fair,,,,,,
2012-0313-01-44,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-44,2/18/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-44,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-44,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-44,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-44,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-43,,,,2/26/2020 13:50,18.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-43,,,,2/18/2015 0:00,18.2,feet,16,feet,2 arms. 3 buds.
2012-0313-01-43,,,,2/21/2013 17:26,17.7,feet,16,feet,"2 arms, 1 bud, 2 trunks."
2012-0313-01-43,7/26/2012 16:12,Alive,,,,,,,
2012-0313-01-43,2/21/2013 0:00,Alive,Good,,,,,,
2012-0313-01-43,10/7/2013 17:00,Alive,Good,,,,,,
2012-0313-01-43,2/18/2015 0:00,Alive,Good,,,,,,
2012-0313-01-43,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-43,3/23/2017 20:23,Alive,Fair,,,,,,
2012-0313-01-43,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-43,3/29/2019 19:26,Alive,Fair,,,,,,
2012-0313-01-42,,,,2/26/2020 13:50,25.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-42,,,,3/6/2015 0:00,24.5,feet,,feet,3 arms.  1 bud.
2012-0313-01-42,,,,2/21/2013 17:18,23.6,feet,17.5,feet,"3 arms and 1bud, jbw"
2012-0313-01-42,7/26/2012 16:10,Alive,,,,,,,
2012-0313-01-42,2/21/2013 0:00,Alive,Fair,,,,,,
2012-0313-01-42,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-42,3/6/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-42,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-42,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-42,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-42,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-41,,,,2/26/2020 13:50,19.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-41,,,,3/6/2015 0:00,18.95,feet,,feet,3 arms. 2 buds.
2012-0313-01-41,,,,2/21/2013 17:10,18.2,feet,14.7,feet,"3 arms, jbw"
2012-0313-01-41,7/26/2012 16:08,Alive,,,,,,,
2012-0313-01-41,2/21/2013 0:00,Alive,Fair,,,,,,
2012-0313-01-41,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-41,3/6/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-41,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-41,3/23/2017 20:23,Alive,Fair,,,,,,
2012-0313-01-41,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-41,3/29/2019 19:26,Alive,Good,,,,,,
